Entry,localization,relability_score
P41134,Nucleoplasm,Supported
P06132,Nucleoplasm,Supported
Q5JVF3,Nucleoplasm,Supported
Q9UBT2,Nucleoplasm,Supported
P20393,Nuclear bodies,Supported
Q99873,Nucleoplasm,Supported
Q9Y3A5,Nucleoplasm,Supported
Q14457,Nuclear bodies,Supported
Q9H0G5,Nucleoplasm,Supported
Q92979,Nucleoli rim,Supported
Q9UBK9,Nucleoplasm,Supported
Q15475,Nucleoli,Supported
Q15475,Nucleoplasm,Supported
Q9Y2K1,Nuclear membrane,Supported
Q9Y2K1,Nucleoplasm,Supported
Q9BX95,Nucleoplasm,Supported
Q5TA45,Nucleoplasm,Supported
Q8NG08,Nuclear bodies,Supported
Q8NG08,Nucleoplasm,Supported
Q92630,Nucleoplasm,Supported
Q13526,Nucleoplasm,Supported
Q5T4S7,Nucleoplasm,Supported
Q5SSJ5,Nuclear speckles,Supported
Q8WVB6,Nucleoplasm,Supported
P51532,Nucleoli fibrillar center,Supported
P51532,Nucleoli rim,Supported
P51532,Nucleoplasm,Supported
O94953,Nucleoplasm,Supported
Q86W50,Nucleoplasm,Supported
Q9Y252,Nuclear membrane,Supported
P35968,Nuclear membrane,Supported
Q8WYQ5,Nuclear bodies,Supported
Q8WYQ5,Nucleoplasm,Supported
P18848,Nucleoplasm,Supported
Q5M775,Nucleoplasm,Supported
Q9NUX5,Nucleoplasm,Supported
A0PJY2,Nucleoplasm,Supported
P31249,Nucleoplasm,Supported
O14929,Nucleoplasm,Supported
P28356,Nucleoli,Supported
P28356,Nucleoplasm,Supported
P31277,Nucleoplasm,Supported
Q7Z5H3,Nucleoplasm,Supported
Q9NQX4,Nucleoplasm,Supported
Q9HB65,Nucleoplasm,Supported
Q9ULG1,Nuclear bodies,Supported
Q9ULG1,Nucleoplasm,Supported
Q659A1,Nuclear bodies,Supported
Q659A1,Nucleoplasm,Supported
P33316,Nucleoplasm,Supported
O95243,Nuclear speckles,Supported
P25786,Nuclear bodies,Supported
P25786,Nucleoplasm,Supported
A0AVK6,Nucleoli,Supported
A0AVK6,Nucleoplasm,Supported
Q86UA6,Nucleoplasm,Supported
Q9NZN9,Nuclear speckles,Supported
Q9NZN9,Nucleoplasm,Supported
Q12906,Nucleoli,Supported
P55273,Nucleoplasm,Supported
Q9ULD2,Nucleoli,Supported
Q8NEJ9,Nucleoli,Supported
Q9UGN5,Nucleoli,Supported
Q9UGN5,Nucleoplasm,Supported
P55317,Nucleoli fibrillar center,Supported
P55317,Nucleoplasm,Supported
Q56P03,Nucleoplasm,Supported
P54845,Nucleoplasm,Supported
Q99973,Nucleoplasm,Supported
Q9UBL3,Nucleoplasm,Supported
Q5FBB7,Kinetochore,Supported
Q5FBB7,Nucleoplasm,Supported
Q9BXK1,Nucleoplasm,Supported
Q9HCN3,Nucleoplasm,Supported
Q9Y6X3,Nuclear bodies,Supported
Q9Y6X3,Nucleoplasm,Supported
Q8WUB8,Nucleoplasm,Supported
Q9NVN8,Nucleoli,Supported
Q9BQ95,Nucleoplasm,Supported
Q14151,Nuclear bodies,Supported
Q14151,Nucleoplasm,Supported
O95336,Nucleoplasm,Supported
Q03111,Nucleoli fibrillar center,Supported
Q03111,Nucleoplasm,Supported
P55196,Nucleoplasm,Supported
P17535,Nucleoplasm,Supported
P02008,Nucleoplasm,Supported
Q6P2H3,Nucleoli,Supported
Q16186,Nucleoplasm,Supported
Q13868,Nucleoli,Supported
Q13868,Nucleoplasm,Supported
Q6P9F0,Nucleoplasm,Supported
Q9NUL5,Nucleoplasm,Supported
P26358,Nucleoplasm,Supported
O60832,Nucleoli fibrillar center,Supported
O60832,Nucleoplasm,Supported
Q9H8H0,Nucleoli,Supported
Q86V15,Nucleoplasm,Supported
Q5JVS0,Nuclear membrane,Supported
P22314,Nucleoplasm,Supported
Q8NF91,Nuclear membrane,Supported
Q8NF91,Nucleoplasm,Supported
Q14498,Nuclear speckles,Supported
Q9HD42,Nucleoplasm,Supported
Q8TB68,Nucleoplasm,Supported
O95644,Nuclear bodies,Supported
O95644,Nucleoplasm,Supported
Q9NVW2,Nucleoplasm,Supported
Q9P2W1,Nucleoplasm,Supported
Q86W42,Nuclear speckles,Supported
Q86W42,Nucleoplasm,Supported
O75161,Nuclear bodies,Supported
O75161,Nucleoplasm,Supported
Q8N567,Nucleoli,Supported
Q8N567,Nucleoplasm,Supported
P11388,Nucleoplasm,Supported
P10276,Nucleoli,Supported
P10276,Nucleoplasm,Supported
O75525,Nucleoplasm,Supported
Q86WJ1,Nucleoplasm,Supported
Q9Y6X2,Nucleoplasm,Supported
P09661,Nuclear bodies,Supported
P09661,Nuclear speckles,Supported
P09661,Nucleoplasm,Supported
Q15466,Nucleoplasm,Supported
Q9H9Z2,Nucleoli,Supported
Q9NVV9,Nucleoplasm,Supported
Q9BTP7,Nucleoplasm,Supported
P30793,Nuclear membrane,Supported
P30793,Nucleoplasm,Supported
P17931,Nucleoplasm,Supported
P25685,Nucleoplasm,Supported
Q8IYM9,Nuclear bodies,Supported
Q8IYM9,Nucleoplasm,Supported
O43159,Nucleoli,Supported
O43159,Nucleoplasm,Supported
O15055,Nucleoplasm,Supported
Q13131,Nuclear speckles,Supported
Q9BQG0,Nucleoli,Supported
Q8TF01,Nuclear speckles,Supported
Q9NS86,Nucleoplasm,Supported
O75179,Nucleoplasm,Supported
Q9NQZ2,Nucleoli,Supported
Q969T9,Nucleoplasm,Supported
P63241,Nucleoplasm,Supported
Q13227,Nucleoplasm,Supported
Q6GPH4,Nucleoplasm,Supported
Q8NE09,Nucleoli fibrillar center,Supported
Q9Y221,Nucleoli,Supported
Q9UKK6,Nucleoplasm,Supported
Q7Z7F0,Nucleoplasm,Supported
Q5TAQ9,Nucleoplasm,Supported
P38935,Nuclear bodies,Supported
P38935,Nucleoplasm,Supported
Q9Y4U1,Nucleoplasm,Supported
Q9UIF7,Nucleoplasm,Supported
Q8WYA6,Nucleoplasm,Supported
Q9H0Z9,Nucleoplasm,Supported
Q9C0E2,Nucleoplasm,Supported
Q9Y244,Nuclear speckles,Supported
O00750,Nucleoplasm,Supported
O00287,Nuclear speckles,Supported
P40938,Nucleoplasm,Supported
Q9BQ69,Nucleoplasm,Supported
Q6RFH5,Nucleoli,Supported
Q9Y6X9,Nucleoplasm,Supported
Q8IUG5,Nucleoplasm,Supported
Q15329,Nucleoplasm,Supported
O00327,Nucleoplasm,Supported
Q9BV47,Nucleoplasm,Supported
Q92785,Nucleoplasm,Supported
O00255,Nucleoplasm,Supported
P56915,Nuclear speckles,Supported
P56915,Nucleoplasm,Supported
Q9UBB5,Nucleoplasm,Supported
P50613,Nucleoli fibrillar center,Supported
P50613,Nucleoplasm,Supported
O14503,Nuclear bodies,Supported
Q9H079,Nucleoplasm,Supported
Q04721,Nucleoplasm,Supported
Q9NZI5,Nucleoplasm,Supported
Q6P1J9,Nucleoplasm,Supported
Q96I25,Nucleoplasm,Supported
P51946,Nucleoplasm,Supported
Q8TDN4,Nuclear bodies,Supported
Q8TDN4,Nucleoplasm,Supported
P35711,Nucleoplasm,Supported
Q92466,Nucleoplasm,Supported
Q9BXU7,Nucleoplasm,Supported
Q9Y388,Nuclear membrane,Supported
Q9Y388,Nucleoli,Supported
Q7Z3Z4,Nucleoplasm,Supported
Q14671,Nucleoplasm,Supported
Q8IXK0,Nucleoplasm,Supported
Q53HL2,Nucleoli,Supported
Q6IA86,Nucleoplasm,Supported
O15516,Nucleoplasm,Supported
Q86YF9,Nucleoplasm,Supported
Q86UB2,Nucleoplasm,Supported
P28715,Nucleoplasm,Supported
P29144,Nuclear bodies,Supported
Q6UW63,Nucleoplasm,Supported
Q8NI36,Nucleoli,Supported
Q9UMX0,Nucleoplasm,Supported
P04083,Nucleoplasm,Supported
P20823,Nucleoplasm,Supported
O15119,Nucleoplasm,Supported
Q86Y01,Nuclear bodies,Supported
Q86Y01,Nucleoplasm,Supported
Q9Y222,Nucleoplasm,Supported
P78362,Nucleoplasm,Supported
Q9P1T7,Nucleoplasm,Supported
Q5TB80,Nucleoplasm,Supported
Q53H80,Nucleoplasm,Supported
Q9UBD5,Nucleoplasm,Supported
Q9NZC4,Nucleoplasm,Supported
Q99490,Nucleoplasm,Supported
P11802,Nuclear membrane,Supported
P11802,Nucleoli,Supported
P11802,Nucleoplasm,Supported
Q12800,Nucleoplasm,Supported
Q14674,Nucleoplasm,Supported
P09651,Nucleoplasm,Supported
Q04741,Nucleoli,Supported
Q04741,Nucleoli rim,Supported
Q9Y4E8,Nuclear bodies,Supported
Q9Y4E8,Nucleoplasm,Supported
Q00987,Nucleoplasm,Supported
Q99547,Nucleoli,Supported
O75529,Nuclear speckles,Supported
Q08211,Nucleoli,Supported
Q9HB58,Nucleoplasm,Supported
Q96BY6,Nucleoplasm,Supported
P41595,Nucleoplasm,Supported
Q8IWJ2,Nucleoplasm,Supported
Q9H0E7,Nucleoli fibrillar center,Supported
Q9NPJ6,Nucleoplasm,Supported
Q9UIL8,Nuclear membrane,Supported
Q9UIL8,Nucleoplasm,Supported
O95171,Nucleoplasm,Supported
Q9NV35,Nucleoplasm,Supported
Q9BPX7,Nucleoplasm,Supported
Q92565,Nuclear bodies,Supported
Q92565,Nucleoplasm,Supported
O15504,Nucleoplasm,Supported
Q9NY93,Nucleoli,Supported
Q8N0Z6,Nucleoplasm,Supported
Q07955,Nucleoplasm,Supported
P61962,Nucleoplasm,Supported
Q9BT23,Nucleoplasm,Supported
Q9BX63,Nuclear membrane,Supported
Q9BX63,Nucleoplasm,Supported
O95251,Nucleoplasm,Supported
Q96DX8,Nucleoplasm,Supported
Q92844,Nucleoli,Supported
P43694,Nuclear bodies,Supported
P12757,Nucleoplasm,Supported
Q9H0E3,Nuclear speckles,Supported
Q5VYK3,Nucleoplasm,Supported
O95347,Nucleoli,Supported
O95347,Nucleoplasm,Supported
O43474,Nucleoplasm,Supported
O14656,Nuclear membrane,Supported
Q96TA1,Nucleoplasm,Supported
Q8NGT0,Nucleoplasm,Supported
Q13285,Nucleoplasm,Supported
Q09161,Nucleoplasm,Supported
Q92688,Nucleoplasm,Supported
O95760,Nucleoplasm,Supported
Q9GZS1,Nucleoli fibrillar center,Supported
Q9GZS1,Nucleoplasm,Supported
Q9Y263,Nucleoplasm,Supported
Q7Z2E3,Nucleoli,Supported
Q7Z2E3,Nucleoplasm,Supported
Q9H0F5,Nucleoplasm,Supported
Q9Y3C6,Nucleoli,Supported
P11309,Nucleoli,Supported
P11309,Nucleoplasm,Supported
Q15306,Nucleoplasm,Supported
Q12947,Nuclear bodies,Supported
Q12947,Nucleoplasm,Supported
P17096,Nucleoli,Supported
P17096,Nucleoplasm,Supported
Q14676,Nuclear bodies,Supported
Q14676,Nucleoplasm,Supported
O60603,Nucleoplasm,Supported
P49407,Nucleoplasm,Supported
Q14980,Nucleoplasm,Supported
O00560,Nuclear membrane,Supported
O00560,Nucleoplasm,Supported
Q96PY6,Nucleoplasm,Supported
P46937,Nucleoli,Supported
P46937,Nucleoplasm,Supported
Q9UKI9,Nucleoplasm,Supported
Q96BT7,Nucleoplasm,Supported
O60336,Nucleoli,Supported
O60336,Nucleoli rim,Supported
O60336,Nucleoplasm,Supported
Q9BZF9,Nucleoplasm,Supported
O43541,Nuclear bodies,Supported
O43541,Nucleoplasm,Supported
Q9NQU5,Nucleoplasm,Supported
P30047,Nucleoplasm,Supported
Q00403,Nuclear bodies,Supported
Q00403,Nucleoplasm,Supported
Q86XK2,Nucleoli,Supported
Q86XK2,Nucleoplasm,Supported
Q9BU64,Nuclear bodies,Supported
Q9BU64,Nucleoplasm,Supported
O95359,Nucleoplasm,Supported
P36405,Nucleoplasm,Supported
Q96Q89,Nucleoplasm,Supported
Q8NFU7,Nuclear membrane,Supported
Q8NFU7,Nucleoplasm,Supported
Q86TC9,Nucleoplasm,Supported
Q9NZC9,Nucleoplasm,Supported
Q99728,Nuclear speckles,Supported
Q99728,Nucleoplasm,Supported
Q9NRN9,Nucleoli,Supported
Q9NRN9,Nucleoli fibrillar center,Supported
Q13427,Nuclear speckles,Supported
Q86X95,Nuclear speckles,Supported
Q9NYB9,Nucleoplasm,Supported
Q9BQF6,Nucleoplasm,Supported
Q8IXQ6,Nucleoplasm,Supported
Q9BT78,Nuclear speckles,Supported
P09038,Nuclear bodies,Supported
P09038,Nucleoplasm,Supported
Q9NQX1,Nuclear bodies,Supported
Q9NQX1,Nucleoli,Supported
Q9NQX1,Nucleoplasm,Supported
Q9NSY1,Nuclear speckles,Supported
Q92772,Nucleoplasm,Supported
Q8NEC7,Nucleoplasm,Supported
Q96CB8,Nuclear bodies,Supported
Q96CB8,Nucleoplasm,Supported
Q99590,Nuclear bodies,Supported
Q99590,Nucleoli,Supported
Q9BRT6,Mitotic chromosome,Supported
Q8WV24,Nucleoli,Supported
Q8WV24,Nucleoli rim,Supported
Q13569,Nucleoplasm,Supported
Q96K30,Nucleoplasm,Supported
P52945,Nucleoplasm,Supported
Q15633,Nucleoplasm,Supported
P51587,Nucleoplasm,Supported
Q9H9L4,Nucleoplasm,Supported
Q9HB07,Nucleoplasm,Supported
P06400,Nucleoplasm,Supported
Q9UPS6,Nucleoplasm,Supported
Q5VZF2,Nucleoplasm,Supported
P51513,Nucleoli,Supported
P51513,Nucleoplasm,Supported
Q9H3N1,Nucleoli,Supported
Q92731,Nucleoplasm,Supported
P55081,Nucleoplasm,Supported
Q99081,Nuclear speckles,Supported
Q99081,Nucleoplasm,Supported
P52657,Nucleoplasm,Supported
Q8TBE0,Nucleoplasm,Supported
Q04726,Nucleoplasm,Supported
P39687,Nucleoplasm,Supported
Q9BY12,Nuclear speckles,Supported
Q9BY12,Nucleoplasm,Supported
Q15596,Nuclear bodies,Supported
Q15596,Nucleoplasm,Supported
Q96FI4,Nucleoplasm,Supported
Q9H611,Nucleoplasm,Supported
Q9Y6I4,Nucleoplasm,Supported
Q7Z2Z1,Nucleoplasm,Supported
Q16288,Nucleoli,Supported
Q16288,Nucleoli rim,Supported
Q9H3U1,Nuclear speckles,Supported
O95453,Nuclear speckles,Supported
Q92620,Nucleoplasm,Supported
Q9NX01,Nucleoplasm,Supported
Q15911,Nucleoplasm,Supported
O60936,Nucleoplasm,Supported
Q9UNS2,Nucleoplasm,Supported
Q969X6,Nucleoli fibrillar center,Supported
Q3B7J2,Nucleoplasm,Supported
Q96FV2,Nucleoplasm,Supported
Q92750,Nucleoli fibrillar center,Supported
Q92750,Nucleoplasm,Supported
Q96P16,Nucleoplasm,Supported
Q92908,Nucleoplasm,Supported
P32121,Nucleoplasm,Supported
P38919,Nucleoplasm,Supported
P48730,Nucleoplasm,Supported
Q9UHQ1,Nucleoli,Supported
Q9UHQ1,Nucleoplasm,Supported
Q01167,Nucleoplasm,Supported
O00257,Nuclear bodies,Supported
Q9H777,Nucleoplasm,Supported
Q9UIS9,Nucleoplasm,Supported
Q13485,Nucleoplasm,Supported
P04626,Nucleoplasm,Supported
P08651,Nucleoli fibrillar center,Supported
P57071,Nuclear bodies,Supported
P57071,Nucleoplasm,Supported
Q9BSK4,Nucleoplasm,Supported
Q96F63,Nucleoplasm,Supported
P00441,Nucleoplasm,Supported
O60287,Nucleoli fibrillar center,Supported
P31749,Nucleoplasm,Supported
Q9H840,Nucleoplasm,Supported
P28072,Nucleoplasm,Supported
Q8WTR7,Nucleoplasm,Supported
Q9P2R6,Nuclear bodies,Supported
Q9P2R6,Nucleoplasm,Supported
Q9HAZ2,Nucleoplasm,Supported
Q13352,Nucleoplasm,Supported
P61968,Nucleoplasm,Supported
Q9Y483,Nucleoplasm,Supported
Q58WW2,Nucleoplasm,Supported
Q9BZD4,Kinetochore,Supported
Q9BZD4,Nucleoplasm,Supported
Q9UK80,Nucleoplasm,Supported
P29373,Nucleoplasm,Supported
Q5JTV8,Nuclear membrane,Supported
P51449,Nuclear bodies,Supported
Q15047,Nucleoplasm,Supported
P48382,Nucleoplasm,Supported
Q99755,Nucleoplasm,Supported
Q13228,Nucleoli,Supported
Q96G23,Nuclear membrane,Supported
P27540,Nuclear bodies,Supported
P27540,Nucleoplasm,Supported
Q8TAK5,Nucleoplasm,Supported
Q9NZJ0,Nucleoplasm,Supported
O43781,Nucleoplasm,Supported
Q9NVH2,Nuclear bodies,Supported
Q15573,Nucleoplasm,Supported
Q9Y6W6,Nucleoplasm,Supported
Q12905,Nucleoplasm,Supported
Q68E01,Nucleoplasm,Supported
Q9NVF7,Nucleoplasm,Supported
Q7Z624,Nucleoplasm,Supported
P62979,Nucleoli,Supported
Q9NY74,Nucleoplasm,Supported
O00470,Nucleoplasm,Supported
O75643,Nucleoplasm,Supported
O75319,Nucleoplasm,Supported
Q8N5P1,Nuclear bodies,Supported
Q8N5P1,Nucleoplasm,Supported
P51826,Nucleoplasm,Supported
O15514,Nuclear speckles,Supported
O15514,Nucleoplasm,Supported
Q569K4,Nucleoli fibrillar center,Supported
Q9BWT1,Nucleoplasm,Supported
P56177,Nucleoplasm,Supported
Q9H9Q2,Nucleoplasm,Supported
Q9BXW9,Nuclear bodies,Supported
Q9BXW9,Nucleoli,Supported
Q9BXW9,Nucleoplasm,Supported
Q9GZU7,Nucleoplasm,Supported
Q96JC9,Nuclear bodies,Supported
Q6DN90,Nucleoli,Supported
Q6DN90,Nucleoli rim,Supported
Q8NFM7,Nucleoplasm,Supported
Q6PI26,Nucleoplasm,Supported
Q9UGP4,Nucleoplasm,Supported
Q9BYH8,Nuclear speckles,Supported
O75469,Nucleoplasm,Supported
Q9BSH3,Nucleoplasm,Supported
Q9Y4B6,Nucleoli fibrillar center,Supported
Q9Y4B6,Nucleoplasm,Supported
P52824,Nucleoli,Supported
Q03188,Kinetochore,Supported
Q03188,Nuclear bodies,Supported
Q03188,Nucleoplasm,Supported
Q8TBZ6,Nucleoli,Supported
Q8TBZ6,Nucleoplasm,Supported
Q9HCE5,Nucleoplasm,Supported
Q8WTS6,Mitotic chromosome,Supported
Q13309,Nucleoplasm,Supported
Q13888,Nuclear speckles,Supported
Q9UF56,Nucleoplasm,Supported
Q9Y6G5,Nucleoplasm,Supported
Q7L014,Nuclear speckles,Supported
Q6PIJ6,Nucleoplasm,Supported
Q15025,Nucleoplasm,Supported
Q8WV44,Nuclear bodies,Supported
Q8WV44,Nucleoli,Supported
Q86T65,Nucleoplasm,Supported
P49643,Nucleoplasm,Supported
O00221,Nucleoli fibrillar center,Supported
O00221,Nucleoplasm,Supported
Q6ZRQ5,Nucleoplasm,Supported
Q8IVF5,Nucleoli fibrillar center,Supported
Q8IVF5,Nucleoplasm,Supported
Q9NYW8,Nucleoplasm,Supported
Q96QR8,Nucleoplasm,Supported
Q86XI2,Nuclear speckles,Supported
Q86XI2,Nucleoplasm,Supported
P21675,Nucleoplasm,Supported
Q15233,Nucleoli,Supported
Q15125,Nuclear membrane,Supported
O15294,Nucleoplasm,Supported
Q96QF7,Nucleoplasm,Supported
Q9H4D5,Nucleoplasm,Supported
Q6NSI4,Nuclear speckles,Supported
P38159,Nucleoplasm,Supported
Q6NT76,Nuclear bodies,Supported
Q6NT76,Nucleoplasm,Supported
Q8WUX9,Nucleoplasm,Supported
Q9BZ95,Nucleoplasm,Supported
Q53H82,Nucleoplasm,Supported
Q9GZV8,Nucleoplasm,Supported
P54274,Nuclear bodies,Supported
P53803,Nucleoli fibrillar center,Supported
Q6P1N9,Nucleoplasm,Supported
O00712,Nucleoli fibrillar center,Supported
O00712,Nucleoplasm,Supported
Q8N726,Nucleoplasm,Supported
P42771,Nucleoplasm,Supported
Q92529,Nucleoplasm,Supported
Q8TBJ4,Nucleoplasm,Supported
Q96JM2,Nucleoplasm,Supported
Q9NRY2,Nucleoplasm,Supported
O75683,Mitotic chromosome,Supported
Q9GZR2,Nucleoli,Supported
Q9GZR2,Nucleoplasm,Supported
Q9BUH6,Nucleoplasm,Supported
Q9H8M7,Nuclear membrane,Supported
Q9H8M7,Nucleoplasm,Supported
P37275,Nucleoli,Supported
P37275,Nucleoplasm,Supported
Q9NQ94,Nucleoplasm,Supported
O14802,Nucleoplasm,Supported
Q9H2I8,Nucleoplasm,Supported
Q15847,Nucleoplasm,Supported
Q15327,Nucleoplasm,Supported
Q9NXW2,Nuclear membrane,Supported
Q9NQB0,Nuclear bodies,Supported
P46013,Mitotic chromosome,Supported
P46013,Nuclear bodies,Supported
P46013,Nucleoplasm,Supported
Q15542,Nucleoplasm,Supported
Q14690,Nucleoli rim,Supported
O43665,Nuclear bodies,Supported
O43665,Nucleoplasm,Supported
Q9BSF8,Nucleoli fibrillar center,Supported
Q9BSF8,Nucleoplasm,Supported
Q9H6E5,Nucleoplasm,Supported
Q13574,Nuclear speckles,Supported
Q08945,Nucleoplasm,Supported
Q96HW7,Nucleoli rim,Supported
Q13315,Nucleoplasm,Supported
Q9NQS7,Kinetochore,Supported
Q9NQS7,Nuclear bodies,Supported
Q9NQS7,Nucleoplasm,Supported
Q8N684,Nucleoplasm,Supported
O14757,Nucleoplasm,Supported
Q9H410,Kinetochore,Supported
Q9H410,Nuclear bodies,Supported
Q9H410,Nucleoli fibrillar center,Supported
Q9H410,Nucleoplasm,Supported
P60510,Nucleoplasm,Supported
Q9BW71,Nucleoli,Supported
Q9BW71,Nucleoplasm,Supported
Q9UL54,Nucleoli,Supported
Q9UL54,Nucleoplasm,Supported
P52926,Nucleoli,Supported
P52926,Nucleoli rim,Supported
P52926,Nucleoplasm,Supported
Q9P013,Nuclear speckles,Supported
O00422,Nuclear bodies,Supported
O00422,Nucleoplasm,Supported
Q12778,Nucleoplasm,Supported
Q9UK39,Nuclear bodies,Supported
P10828,Nuclear bodies,Supported
A6QL63,Nucleoplasm,Supported
P06730,Nucleoplasm,Supported
Q8IXF0,Nucleoplasm,Supported
Q9NS73,Nucleoli,Supported
Q9NS73,Nucleoplasm,Supported
Q8TDX7,Nucleoplasm,Supported
Q9P016,Nucleoli fibrillar center,Supported
Q9P016,Nucleoplasm,Supported
P42695,Nucleoplasm,Supported
P08235,Nucleoplasm,Supported
Q01543,Nuclear bodies,Supported
Q01543,Nucleoplasm,Supported
Q71F23,Nucleoplasm,Supported
Q01085,Nucleoplasm,Supported
O95817,Nucleoplasm,Supported
Q15678,Nucleoplasm,Supported
Q8N954,Nucleoplasm,Supported
Q9UJY1,Nucleoplasm,Supported
Q8WXD5,Nuclear bodies,Supported
Q8WXD5,Nucleoplasm,Supported
Q99578,Nucleoplasm,Supported
Q9Y6X0,Nuclear bodies,Supported
Q9Y6X0,Nucleoplasm,Supported
Q9HCS4,Nucleoplasm,Supported
Q8TAS1,Nuclear speckles,Supported
Q8TAS1,Nucleoplasm,Supported
Q96BN2,Nucleoplasm,Supported
Q9Y2P7,Nucleoplasm,Supported
Q96SD1,Nucleoplasm,Supported
P78345,Nucleoli,Supported
Q16566,Nucleoli fibrillar center,Supported
Q16566,Nucleoplasm,Supported
P22674,Nucleoli,Supported
Q9NQV8,Nuclear bodies,Supported
Q9NQV8,Nucleoplasm,Supported
O75943,Nucleoplasm,Supported
Q15915,Nucleoplasm,Supported
Q9H3R5,Nucleoplasm,Supported
Q9Y232,Nuclear speckles,Supported
O60264,Nucleoli fibrillar center,Supported
O60264,Nucleoplasm,Supported
Q5T4T6,Nucleoplasm,Supported
Q00839,Nucleoplasm,Supported
P49792,Nuclear membrane,Supported
P49792,Nucleoplasm,Supported
Q8WYP5,Nuclear bodies,Supported
Q8WYP5,Nuclear membrane,Supported
Q8WYP5,Nucleoplasm,Supported
P43354,Nuclear speckles,Supported
Q9NZI7,Nucleoplasm,Supported
Q9H871,Nucleoplasm,Supported
Q86VZ6,Nucleoplasm,Supported
Q8IY22,Nucleoplasm,Supported
P53567,Nucleoplasm,Supported
Q96AP4,Nucleoplasm,Supported
O75952,Nucleoplasm,Supported
Q3YBR2,Nucleoplasm,Supported
Q5T0F9,Nucleoplasm,Supported
Q8IU89,Nucleoplasm,Supported
P09936,Nucleoplasm,Supported
Q9UKE5,Nucleoplasm,Supported
O43684,Nucleoplasm,Supported
Q9UNA0,Nucleoplasm,Supported
Q96FX2,Nucleoplasm,Supported
Q8WYK1,Nucleoli fibrillar center,Supported
Q9BWU1,Nucleoplasm,Supported
Q969F1,Nuclear bodies,Supported
Q969F1,Nucleoplasm,Supported
Q9NSI8,Nucleoplasm,Supported
Q9BYG3,Mitotic chromosome,Supported
Q8IUH3,Nucleoplasm,Supported
Q86YN6,Nucleoplasm,Supported
P83369,Nuclear bodies,Supported
P83369,Nucleoplasm,Supported
O43513,Nuclear bodies,Supported
P55263,Nucleoplasm,Supported
P27707,Nucleoplasm,Supported
Q9BSU3,Nucleoplasm,Supported
Q13009,Nucleoplasm,Supported
Q8IZL9,Nucleoplasm,Supported
Q86XK3,Nucleoli rim,Supported
Q86XK3,Nucleoplasm,Supported
Q8IWS0,Nucleoli,Supported
Q8IWS0,Nucleoplasm,Supported
Q9BVJ6,Nucleoli,Supported
Q96HA8,Nucleoplasm,Supported
Q96MF7,Nuclear bodies,Supported
Q96MF7,Nucleoplasm,Supported
O60481,Nucleoplasm,Supported
P55735,Nucleoplasm,Supported
Q96Q15,Nucleoplasm,Supported
Q93062,Nucleoplasm,Supported
Q5T9G4,Nucleoplasm,Supported
Q6ZNA4,Nucleoplasm,Supported
P11308,Nucleoplasm,Supported
P20591,Nuclear membrane,Supported
O95436,Nucleoplasm,Supported
P12755,Nuclear bodies,Supported
P12755,Nucleoplasm,Supported
Q05923,Nuclear membrane,Supported
Q05923,Nucleoplasm,Supported
Q99504,Nucleoplasm,Supported
Q00597,Nucleoplasm,Supported
P30307,Nuclear speckles,Supported
O14511,Nucleoli,Supported
O14511,Nucleoplasm,Supported
Q7Z589,Nucleoplasm,Supported
P28324,Nucleoplasm,Supported
Q9BVJ7,Nucleoplasm,Supported
O75173,Nuclear speckles,Supported
P11171,Nuclear bodies,Supported
Q96KF2,Nucleoplasm,Supported
Q9H832,Nucleoplasm,Supported
Q96H20,Nucleoplasm,Supported
Q13112,Nucleoplasm,Supported
Q14190,Nuclear bodies,Supported
Q14190,Nucleoplasm,Supported
P28070,Nucleoplasm,Supported
O14924,Nucleoli,Supported
O14924,Nucleoplasm,Supported
P11801,Nuclear speckles,Supported
Q9NRY4,Nuclear bodies,Supported
P10588,Nuclear speckles,Supported
Q8NAG6,Nucleoplasm,Supported
P57075,Nucleoplasm,Supported
P57081,Nucleoplasm,Supported
P02489,Nucleoplasm,Supported
O60318,Nuclear membrane,Supported
O60318,Nucleoplasm,Supported
P58505,Nucleoplasm,Supported
P04271,Nucleoplasm,Supported
P55345,Nucleoplasm,Supported
Q8TDC3,Nucleoplasm,Supported
Q8NBV4,Nucleoplasm,Supported
Q6P2C8,Nucleoli,Supported
Q6P2C8,Nucleoplasm,Supported
Q9Y3Y2,Nuclear speckles,Supported
P81408,Nucleoplasm,Supported
Q6P1K2,Nucleoplasm,Supported
P02545,Nuclear speckles,Supported
Q8WUD4,Nucleoplasm,Supported
Q9NRR5,Nucleoplasm,Supported
O95639,Nucleoplasm,Supported
Q96HA7,Nuclear bodies,Supported
Q96HA7,Nucleoplasm,Supported
Q2TAK8,Nucleoplasm,Supported
Q96JL9,Nucleoplasm,Supported
P62917,Nucleoli,Supported
Q9UFC0,Nucleoli,Supported
Q9UFC0,Nucleoli rim,Supported
Q9UFC0,Nucleoplasm,Supported
Q9UKT9,Nucleoplasm,Supported
Q01130,Nucleoplasm,Supported
Q9BSK1,Nucleoli,Supported
Q9BSK1,Nucleoplasm,Supported
Q8NFT6,Nucleoplasm,Supported
Q8IY67,Nucleoplasm,Supported
Q6PIF2,Nucleoplasm,Supported
Q8NBT2,Nucleoli,Supported
Q8NBT2,Nucleoplasm,Supported
Q8NC56,Nuclear membrane,Supported
Q96CK0,Nucleoplasm,Supported
