Entry,localization,evidence_code
Q15427,Nucleus,ECO:0000269
Q15428,Nucleus,ECO:0000269
Q15428,Nucleus,ECO:0000255
Q15431,Nucleus,ECO:0000250
Q15435,Nucleus,ECO:0000250
Q15459,Nucleus,ECO:0000269
Q15459,Nucleus speckle,ECO:0000269
Q15466,Nucleus,ECO:0000269
Q15475,Nucleus,ECO:0000269
Q15477,Nucleus,ECO:0000305
Q15528,Nucleus,ECO:0000305
Q15532,Nucleus,ECO:0000305
Q15542,Nucleus,None
Q15543,Nucleus,ECO:0000269
Q15544,Nucleus,None
Q15545,Nucleus,ECO:0000250
Q15554,Nucleus,ECO:0000269
Q15554,Nucleus,ECO:0000255
Q15560,Nucleus,None
Q15561,Nucleus,None
Q15562,Nucleus,None
Q15572,Nucleus,None
Q15573,Nucleus,None
Q15583,Nucleus,None
Q15596,Nucleus,ECO:0000269
Q15599,Nucleus,ECO:0000269
Q15628,Nucleus,ECO:0000250
Q15631,Nucleus,ECO:0000269
Q15633,Nucleus,None
Q15637,Nucleus,None
Q15646,Nucleolus,None
Q15648,Nucleus,ECO:0000269
Q15649,Nucleus,ECO:0000269
Q15650,Nucleus,ECO:0000269
Q15651,Nucleus,None
Q15652,Nucleus,ECO:0000250
Q15653,Nucleus,ECO:0000250
Q15654,Nucleus,ECO:0000269
Q15672,Nucleus,None
Q15678,Nucleus,None
Q15696,Nucleus,ECO:0000269
Q15697,Nucleus,None
Q15699,Nucleus,ECO:0000269
Q15714,Nucleus,ECO:0000250
Q15717,Nucleus,ECO:0000269
Q15723,Nucleus,None
Q15742,Nucleus,ECO:0000250
Q15744,Nucleus,ECO:0000269
Q15759,Nucleus,ECO:0000250
Q15772,Nucleus,None
Q15776,Nucleus,ECO:0000255
Q15784,Nucleus,ECO:0000255
Q15788,Nucleus,ECO:0000255
Q15796,Nucleus,ECO:0000269
Q15797,Nucleus,ECO:0000269
Q15811,Nucleus envelope,ECO:0000269
Q15831,Nucleus,ECO:0000269
Q15831,Nucleus,None
Q15834,Nucleus,ECO:0000269
Q15843,Nucleus,ECO:0000269
Q15853,Nucleus,None
Q15906,Nucleus,ECO:0000305
Q15910,Nucleus,ECO:0000269
Q15911,Nucleus,ECO:0000269
Q15915,Nucleus,None
Q15916,Nucleus,ECO:0000269
Q15928,Nucleus,ECO:0000305
Q15935,Nucleus,ECO:0000305
Q15942,Nucleus,None
Q15973,Nucleus,ECO:0000305
Q16082,Nucleus,ECO:0000269
Q16186,Nucleus,ECO:0000269
Q16236,Nucleus,ECO:0000269
Q16236,Nucleus,ECO:0000255
Q16254,Nucleus,None
Q16342,Nucleus,ECO:0000305
Q16385,Nucleus,None
Q16512,Nucleus,ECO:0000269
Q16513,Nucleus,ECO:0000269
Q16514,Nucleus,ECO:0000269
Q16520,Nucleus,ECO:0000255
Q16526,Nucleus,ECO:0000269
Q16527,Nucleus,ECO:0000250
Q16531,Nucleus,ECO:0000269
Q16533,Nucleus,None
Q16534,Nucleus,ECO:0000305
Q16539,Nucleus,ECO:0000269
Q16560,Nucleus,ECO:0000269
Q16566,Nucleus,None
Q16576,Nucleus,None
Q16587,Nucleus,None
Q16594,Nucleus,ECO:0000269
Q16600,Nucleus,ECO:0000305
Q16621,PML body,None
Q16629,Nucleus,ECO:0000269
Q16630,Nucleus,ECO:0000269
Q16630,Nucleoplasm,ECO:0000269
Q16630,Nucleus speckle,ECO:0000269
Q16633,Nucleus,ECO:0000305
Q16637,Cajal body,ECO:0000269
Q16637,Cajal body,ECO:0000305
Q16637,Gem,ECO:0000269
Q16637,Gem,ECO:0000305
Q16644,Nucleus,ECO:0000269
Q16649,Nucleus,ECO:0000255
Q16650,Nucleus,ECO:0000269
Q16656,Nucleus,None
Q16659,Nucleus,ECO:0000250
Q16665,Nucleus speckle,ECO:0000250
Q16665,Nucleus,ECO:0000269
Q16666,Nucleus,None
Q16670,Nucleus,ECO:0000269
Q16670,Nucleus,ECO:0000255
Q16676,Nucleus,None
Q16690,Nucleus,ECO:0000305
Q16695,Nucleus,None
Q16777,Nucleus,None
Q16778,Nucleus,None
Q16790,Nucleus,ECO:0000269
Q16790,Nucleolus,ECO:0000269
Q16849,Nucleus,ECO:0000269
Q16873,Nucleus outer membrane,ECO:0000269
Q16873,Nucleus membrane,ECO:0000269
Q16881,Nucleus,ECO:0000269
Q17R98,Nucleus,ECO:0000305
Q17RS7,Nucleus,ECO:0000305
Q19AV6,Nucleus,ECO:0000305
Q1W6H9,Nucleus,ECO:0000269
Q29RF7,Nucleus,ECO:0000269
Q2KHN1,Nucleus,ECO:0000250
Q2KHR2,Nucleus,ECO:0000255
Q2M1K9,Nucleus,ECO:0000269
Q2MKA7,Nucleus,ECO:0000250
Q2NKJ3,Nucleus,ECO:0000269
Q2QGD7,Nucleus,ECO:0000305
Q2TAK8,Nucleus,ECO:0000269
Q2TAL8,Nucleus,ECO:0000269
Q2TAY7,Nucleus speckle,ECO:0000250
Q2TAY7,Nucleus,ECO:0000269
Q2VIQ3,Nucleus matrix,ECO:0000250
Q2VWA4,Nucleus,ECO:0000269
Q32MQ0,Nucleus,ECO:0000269
Q32MZ4,Nucleus,None
Q32P41,Nucleus,ECO:0000255
Q32P44,Nucleus,ECO:0000269
Q330K2,Nucleus,None
Q33E94,Nucleus,ECO:0000255
Q3B7T1,Nucleus,ECO:0000305
Q3KNS6,Nucleus,ECO:0000305
Q3KNV8,Nucleus,ECO:0000269
Q3KNV8,Nucleoplasm,ECO:0000250
Q3KP66,Nucleus,ECO:0000269
Q3KQV3,Nucleus,ECO:0000305
Q3KRA9,Nucleus,ECO:0000269
Q3L8U1,Nucleus,ECO:0000269
Q3MIT2,Nucleus,ECO:0000269
Q3MJ62,Nucleus,ECO:0000255
Q3SY56,Nucleus,ECO:0000250
Q3SYB3,Nucleus,ECO:0000255
Q3T8J9,Nucleus,ECO:0000255
Q3YBM2,Nucleus membrane,ECO:0000250
Q3YBR2,Nucleus,ECO:0000269
Q3YEC7,Nucleus,ECO:0000269
Q3ZCQ8,Nucleus speckle,ECO:0000269
Q460N3,Nucleus,ECO:0000305
Q460N5,Nucleus,ECO:0000250
Q495C1,Nucleus,ECO:0000250
Q495M9,Cajal body,ECO:0000269
Q495M9,Nucleus speckle,ECO:0000269
Q496M5,Nucleolus,ECO:0000250
Q49A26,Nucleus,ECO:0000269
Q49AN0,Nucleus,ECO:0000269
Q49MI3,Nucleolus,None
Q4FZB7,Nucleus,ECO:0000269
Q4G0J3,Nucleoplasm,ECO:0000269
Q4J6C6,Nucleus,ECO:0000269
Q4JDL3,Nucleus,ECO:0000269
Q4L180,Nucleus,ECO:0000269
Q4LE39,Nucleus,ECO:0000255
Q4VC44,Nucleus,ECO:0000269
Q504Q3,Nucleus,ECO:0000255
Q504Q3,Nucleus,ECO:0000269
Q52LJ0,Nucleus,ECO:0000269
Q53EL6,Nucleus,ECO:0000250
Q53ET0,Nucleus,ECO:0000269
Q53F19,Nucleus,ECO:0000269
Q53FT3,Nucleus,ECO:0000269
Q53GL0,Nucleus,ECO:0000269
Q53GL7,Nucleolus,ECO:0000269
Q53GS7,Nucleus,ECO:0000269
Q53GS7,Nuclear pore complex,ECO:0000269
Q53GS9,Nucleus,ECO:0000269
Q53GT1,Nucleus,ECO:0000269
Q53H47,Nucleus,ECO:0000269
Q53H80,Nucleus,ECO:0000269
Q53HI1,Nucleus inner membrane,ECO:0000250
Q53HL2,Nucleolus,ECO:0000269
Q53HV7,Nucleus,ECO:0000269
Q53QV2,Nucleus,ECO:0000269
Q53T94,Nucleolus,None
Q53TQ3,Nucleus,ECO:0000269
Q562F6,Nucleus,ECO:0000305
Q569K4,Nucleus,ECO:0000269
Q56NI9,Nucleus,ECO:0000269
Q56P03,Nucleus,None
Q56P42,Nucleus,ECO:0000269
Q587J8,Nucleus,ECO:0000269
Q58F21,Nucleus,ECO:0000269
Q58WW2,Nucleus,ECO:0000269
Q59H18,Nucleus,ECO:0000269
Q5BJF2,Nucleus membrane,ECO:0000269
Q5BKZ1,Nucleus matrix,ECO:0000250
Q5C9Z4,Nucleolus,ECO:0000269
Q5D1E8,Nucleus,ECO:0000269
Q5EE01,Nucleolus,ECO:0000269
Q5EE01,Nucleus,ECO:0000269
Q5EE01,Nucleus matrix,ECO:0000269
Q5F1R6,Nucleolus,ECO:0000269
Q5F1R6,Nucleus,ECO:0000269
Q5FBB7,Nucleus,ECO:0000305
Q5FWF4,Nucleus,ECO:0000269
Q5FWF5,Nucleus,ECO:0000269
Q5H9F3,Nucleus,ECO:0000269
Q5H9I0,Nucleus,None
Q5H9L4,Nucleus,ECO:0000250
Q5H9R7,Nucleus,None
Q5H9S7,Nucleolus,ECO:0000269
Q5HYJ3,Nucleus speckle,ECO:0000269
Q5HYK7,Nucleus,ECO:0000269
Q5JPI9,Nucleus,ECO:0000269
Q5JPI9,Nucleus,ECO:0000255
Q5JR98,Nucleus,ECO:0000250
Q5JTC6,Nucleus,None
Q5JTV8,Nucleus inner membrane,ECO:0000269
Q5JTY5,Nucleus,ECO:0000250
Q5JUK2,Nucleus,ECO:0000250
Q5JUK2,Nucleus,ECO:0000255
Q5JVF3,Nuclear pore complex,ECO:0000269
Q5JVS0,Nucleolus,ECO:0000269
Q5JVS0,Cajal body,ECO:0000269
Q5JVS0,Gem,ECO:0000269
Q5JVS0,Nuclear body,ECO:0000269
Q5JVS0,Nucleus,ECO:0000269
Q5JVS0,Nucleus speckle,ECO:0000269
Q5JX71,Nucleus inner membrane,ECO:0000250
Q5M775,Nucleus,ECO:0000269
Q5MIZ7,Nucleus,ECO:0000269
Q5MJ70,Nucleus,ECO:0000269
Q5PRF9,Nucleus,ECO:0000269
Q5PSV4,Nucleus,ECO:0000305
Q5QGS0,Nucleus,ECO:0000269
Q5QJE6,Nucleus,ECO:0000269
Q5QNW6,Nucleus,None
Q5RKV6,Nucleolus,ECO:0000305
Q5RKV6,Nucleus,ECO:0000305
Q5SNT2,Nucleus inner membrane,ECO:0000269
Q5SQQ9,Nucleus,ECO:0000255
Q5SRE5,Nuclear pore complex,ECO:0000305
Q5SSJ5,Nucleus,ECO:0000269
Q5SXM2,Nucleus,ECO:0000255
Q5SY16,Nucleolus,ECO:0000269
Q5SY16,Nucleus,ECO:0000250
Q5SZQ8,Nucleus,ECO:0000250
Q5T0F9,Nucleus,ECO:0000269
Q5T1R4,Nucleus,ECO:0000250
Q5T1V6,Nucleus,ECO:0000269
Q5T200,Nucleoplasm,ECO:0000269
Q5T200,Nucleus speckle,ECO:0000269
Q5T230,Nucleus,ECO:0000305
Q5T2D3,Nucleus,ECO:0000269
Q5T3J3,Nucleus matrix,ECO:0000269
Q5T481,Nucleus,ECO:0000269
Q5T481,Nucleus,ECO:0000255
Q5T4S7,Nucleus,None
Q5T5X7,Nucleus,ECO:0000269
Q5T5X7,Nucleolus,ECO:0000269
Q5T619,Nucleus,ECO:0000305
Q5T6F2,Nucleus,ECO:0000269
Q5T6S3,Nucleus,ECO:0000269
Q5T7W0,Nucleus,ECO:0000269
Q5T890,Nucleus,None
Q5T8A7,Nucleolus,ECO:0000269
Q5T9G4,Nucleus,ECO:0000269
Q5TA31,Nucleus,ECO:0000269
Q5TA45,Nucleus,ECO:0000269
Q5TA50,Nucleus outer membrane,ECO:0000269
Q5TA89,Nucleus,ECO:0000255
Q5TAB7,Nucleus,ECO:0000250
Q5TAP6,Nucleolus,ECO:0000250
Q5TAQ9,Nucleus,ECO:0000269
Q5TAX3,Nucleus,ECO:0000269
Q5TB30,Nucleus,ECO:0000269
Q5TB80,Nucleus,None
Q5TBB1,Nucleus,ECO:0000305
Q5TCQ9,Nucleus,ECO:0000250
Q5TCS8,Nucleus,ECO:0000269
Q5TD97,Nucleus,ECO:0000269
Q5TEJ8,Nucleus,ECO:0000250
Q5TGY3,Nucleus,ECO:0000269
Q5THR3,Nucleus,ECO:0000269
Q5TKA1,Nucleoplasm,ECO:0000269
Q5U5Q3,Nucleus,ECO:0000269
Q5UIP0,Nucleus,ECO:0000269
Q5VST9,Nucleus,ECO:0000250
Q5VT06,Nucleus,ECO:0000269
Q5VTB9,Nucleus,ECO:0000269
Q5VTD9,Nucleus,ECO:0000269
Q5VTR2,Nucleus,ECO:0000269
Q5VTR2,Nucleus,ECO:0000305
Q5VUA4,Nucleus,ECO:0000269
Q5VUG0,Nucleus,ECO:0000269
Q5VV67,Nucleus,ECO:0000269
Q5VVJ2,Nucleus,ECO:0000269
Q5VVJ2,Nucleus,ECO:0000255
Q5VVY1,Nucleus,ECO:0000269
Q5VWG9,Nucleus,ECO:0000269
Q5VWP2,Nucleus,ECO:0000269
Q5VWP3,PML body,ECO:0000250
Q5VWP3,Nucleus,ECO:0000250
Q5VWP3,Nucleus envelope,ECO:0000250
Q5VWX1,Nucleus,ECO:0000250
Q5VY09,Nucleus,ECO:0000269
Q5VYK3,Nucleus,ECO:0000269
Q5VZF2,Nucleus,ECO:0000269
Q5VZV1,Nucleus,ECO:0000269
Q5W0Q7,Cajal body,ECO:0000269
Q5XG87,Nucleoplasm,ECO:0000269
Q5XKL5,Nucleus,ECO:0000269
Q5XKR4,Nucleus,ECO:0000269
Q5XKR4,Nucleus,ECO:0000255
Q63HK5,Nucleus,ECO:0000269
Q63HK5,Nucleus,ECO:0000255
Q659A1,Nucleus,ECO:0000269
Q66K74,Nucleus,None
Q66K89,Nucleoplasm,None
Q66PJ3,Nucleolus,ECO:0000269
Q66PJ3,Nucleus speckle,ECO:0000269
Q674X7,Nucleus,None
Q68CJ6,Nucleus speckle,ECO:0000269
Q68CJ9,Nucleus,ECO:0000269
Q68CP9,Nucleus,None
Q68CQ4,Nucleolus,ECO:0000269
Q68D10,Nucleolus,ECO:0000250
Q68DA7,Nucleus,ECO:0000250
Q68DE3,Nucleus,ECO:0000255
Q68DK7,Nucleus speckle,ECO:0000250
Q68DK7,Nucleus,ECO:0000269
Q68DK7,Nucleoplasm,ECO:0000250
Q68DV7,Nucleus envelope,None
Q68E01,Nucleus,ECO:0000269
Q68EA5,Nucleus,ECO:0000305
Q68G74,Nucleus,ECO:0000305
Q68J44,Nucleus,ECO:0000250
Q69383,Nucleolus,None
Q69YH5,Nucleus,ECO:0000269
Q69YI7,Nucleus,ECO:0000269
Q69YN4,Nucleoplasm,ECO:0000269
Q69YN4,Nucleus speckle,ECO:0000269
Q6AZZ1,Nucleus,None
Q6B0I6,Nucleus,ECO:0000255
Q6DJT9,Nucleus,ECO:0000269
Q6DKJ4,Nucleus,ECO:0000250
Q6DN03,Nucleus,None
Q6DN90,Nucleus,ECO:0000269
Q6DRA6,Nucleus,None
Q6EMB2,Nucleus,ECO:0000269
Q6FI13,Nucleus,None
Q6FI81,Nucleus,ECO:0000255
Q6FI81,Nucleus,ECO:0000269
Q6GPH4,Nucleus,None
Q6GQQ9,Nucleus,ECO:0000269
Q6GYQ0,Nucleus,ECO:0000250
Q6I9Y2,Nucleus speckle,ECO:0000305
Q6I9Y2,Nucleus,ECO:0000269
Q6IA86,Nucleus,ECO:0000269
Q6IBW4,Nucleus,ECO:0000269
Q6ICB0,Nucleus,ECO:0000269
Q6IE81,Nucleus,ECO:0000269
Q6IEG0,Nucleus,ECO:0000269
Q6IN85,Nucleus,ECO:0000269
Q6IPU0,Nucleus,ECO:0000269
Q6IQ16,Nucleus,ECO:0000250
Q6IQ20,Nucleus envelope,ECO:0000269
Q6IQ20,Nucleoplasm,ECO:0000269
Q6IQ49,Nucleus,ECO:0000269
Q6IQ55,Nucleus,None
Q6ISB3,Nucleus,ECO:0000269
Q6IV72,Nucleus,ECO:0000269
Q6K0P9,Nucleoplasm,None
Q6K0P9,Nucleus speckle,None
Q6K0P9,Nucleus,None
Q6KC79,Nucleus,ECO:0000269
Q6MZP7,Nucleus,ECO:0000305
Q6N022,Nucleus,ECO:0000250
Q6N043,Nucleus,ECO:0000305
Q6NS38,Nucleus,ECO:0000269
Q6NS38,Nucleoplasm,ECO:0000269
Q6NS38,Nucleolus,ECO:0000269
Q6NSJ0,Nucleus membrane,ECO:0000250
Q6NSW7,Nucleus,ECO:0000269
Q6NSW7,Nucleus,ECO:0000255
Q6NT76,Cajal body,ECO:0000269
Q6NT76,PML body,ECO:0000269
Q6NT76,Nucleus,ECO:0000269
Q6NTE8,Nucleus,ECO:0000269
Q6NTE8,Nucleoplasm,ECO:0000269
Q6NTF7,Nucleus,None
Q6NUN9,Nucleus,ECO:0000305
Q6NUT2,Nucleus inner membrane,ECO:0000250
Q6NVH7,Nucleus,ECO:0000305
Q6NWY9,Nucleus speckle,ECO:0000269
Q6NX45,Nucleus,ECO:0000305
Q6NXG1,Nucleus,ECO:0000269
Q6NXT2,Nucleus,None
Q6NYC1,Nucleolus,ECO:0000269
Q6NYC1,Nucleoplasm,ECO:0000269
Q6NZ36,Nucleus,ECO:0000269
Q6NZI2,Nucleus,ECO:0000269
Q6NZY4,Nucleoplasm,ECO:0000269
Q6NZY4,Nucleus,ECO:0000255
Q6P0N0,Nucleus,ECO:0000269
Q6P1J9,Nucleus,ECO:0000269
Q6P1K2,Nucleus,ECO:0000269
Q6P1L6,Nucleus,ECO:0000305
Q6P1N0,Nucleus,ECO:0000250
Q6P1X5,Nucleus,ECO:0000269
Q6P2C8,Nucleus,ECO:0000269
Q6P2D0,Nucleus,ECO:0000250
Q6P2D8,Nucleus,ECO:0000269
Q6P2E9,Nucleus,ECO:0000269
Q6P2H3,Nucleolus,ECO:0000269
Q6P2H8,Nucleus outer membrane,ECO:0000269
Q6P2M8,Nucleus,ECO:0000250
Q6P2Q9,Nucleus,ECO:0000269
Q6P2Q9,Nucleus speckle,ECO:0000305
Q6P4R8,Nucleus,ECO:0000269
Q6P5Z2,Nucleus,ECO:0000269
Q6P6C2,Nucleus speckle,ECO:0000269
Q6P9B9,Nucleus,ECO:0000269
Q6P9B9,Nucleus membrane,ECO:0000305
Q6P9F0,Nucleus,ECO:0000269
Q6P9G9,Nucleus,ECO:0000255
Q6PCD5,Nucleus,ECO:0000269
Q6PCD5,PML body,ECO:0000269
Q6PD62,Nucleus speckle,ECO:0000250
Q6PGP7,Nucleus,ECO:0000269
Q6PH85,Nucleus,ECO:0000269
Q6PI26,Nucleoplasm,ECO:0000269
Q6PI77,Nucleus,ECO:0000269
Q6PI98,Nucleus,ECO:0000269
Q6PID8,Nucleus,ECO:0000269
Q6PIF2,Nucleus,ECO:0000250
Q6PIJ6,Nucleus,ECO:0000250
Q6PIV2,Nucleus,ECO:0000269
Q6PIW4,Nucleus,ECO:0000269
Q6PIY7,Nucleus,ECO:0000250
Q6PJG6,Nucleus,ECO:0000269
Q6PJP8,Nucleus,ECO:0000269
Q6PJT7,Nucleus speckle,None
Q6PJT7,Nucleus speckle,ECO:0000269
Q6PL18,Nucleus,ECO:0000269
Q6PML9,Nucleus,ECO:0000269
Q6PRD7,Nucleus,ECO:0000269
Q6PUV4,Nucleus,ECO:0000250
Q6QHK4,Nucleus,ECO:0000305
Q6QN14,Nucleus,ECO:0000269
Q6R6M4,Nucleus,ECO:0000269
Q6RFH5,Nucleolus,ECO:0000269
Q6RFH5,Nucleus,ECO:0000269
Q6RFH8,Nucleus,ECO:0000269
Q6RFH8,Nucleus,ECO:0000255
Q6SPF0,Nucleus,ECO:0000269
Q6STE5,Nucleus,ECO:0000269
Q6TGC4,Nucleus,ECO:0000250
Q6U7Q0,Nucleus,ECO:0000269
Q6UB98,Nucleus,ECO:0000269
Q6UB99,Nucleus,ECO:0000269
Q6UN15,Nucleus,None
Q6UUV7,Nucleus,ECO:0000269
Q6UUV9,Nucleus,ECO:0000269
Q6UW56,Nucleus envelope,ECO:0000269
Q6UWU4,Nucleolus,ECO:0000269
Q6UWZ7,Nucleus,ECO:0000269
Q6UX04,Nucleus,ECO:0000305
Q6UXN9,Nucleus,ECO:0000269
Q6VB84,Nucleus,ECO:0000255
Q6VMQ6,Nucleus,ECO:0000269
Q6VN20,Nucleus,ECO:0000269
Q6VVB1,Nucleus,None
Q6W0C5,Nucleus,ECO:0000269
Q6W2J9,Nucleus,ECO:0000269
Q6X4W1,Nucleus envelope,ECO:0000250
Q6X4W1,Nucleus matrix,ECO:0000250
Q6X4W1,Nucleus membrane,ECO:0000250
Q6X4W1,Nucleus,ECO:0000269
Q6XD76,Nucleus,ECO:0000255
Q6ZMS7,Nucleus,ECO:0000305
Q6ZMT4,Nucleus,None
Q6ZMZ3,Nucleus outer membrane,ECO:0000269
Q6ZMZ3,Nucleus envelope,ECO:0000269
Q6ZN04,Nucleus,ECO:0000269
Q6ZN17,Nucleolus,ECO:0000269
Q6ZN17,Nucleus,None
Q6ZN18,Nucleus,ECO:0000269
Q6ZN30,Nucleus,ECO:0000269
Q6ZN55,Nucleus,ECO:0000305
Q6ZN57,Nucleus,ECO:0000305
Q6ZNA4,Nucleus,ECO:0000269
Q6ZNA4,PML body,ECO:0000250
Q6ZNG0,Nucleus,ECO:0000305
Q6ZNH5,Nucleus,ECO:0000305
Q6ZRP7,Nucleus membrane,ECO:0000305
Q6ZRQ5,Nucleus,ECO:0000269
Q6ZRS2,Nucleus,ECO:0000269
Q6ZRS2,Nucleus,ECO:0000255
Q6ZSB9,Nucleus,ECO:0000269
Q6ZSG1,Nucleus,ECO:0000250
Q6ZSZ6,Nucleus,ECO:0000305
Q6ZV65,Nucleus,ECO:0000269
Q6ZVD7,Nucleolus,None
Q6ZVD7,Nucleus,ECO:0000269
Q6ZVD7,Nucleus,None
Q6ZVD8,Nucleus,None
Q6ZW49,Nucleus matrix,ECO:0000250
Q6ZYL4,Nucleus,ECO:0000269
Q70CQ1,Nucleus,ECO:0000305
Q70EL2,Nucleus,ECO:0000269
Q70IA6,Nucleus,ECO:0000269
Q70SY1,Nucleus,None
Q719H9,Nucleus,ECO:0000269
Q71DI3,Nucleus,None
Q71F23,Nucleus,None
Q71F56,Nucleus,ECO:0000305
Q71H61,Nucleus,ECO:0000250
Q71SY5,Nucleus,ECO:0000269
Q71UI9,Nucleus,ECO:0000250
Q75N03,Nucleoplasm,ECO:0000269
Q75N03,Nucleus speckle,ECO:0000269
Q75QN2,Nucleus,ECO:0000305
Q75WM6,Nucleus,ECO:0000250
Q76FK4,Nucleolus,ECO:0000269
Q76L83,Nucleus,ECO:0000305
Q7KZ85,Nucleus,ECO:0000305
Q7KZF4,Nucleus,ECO:0000269
Q7L014,Cajal body,ECO:0000269
Q7L014,Nucleus speckle,ECO:0000269
Q7L190,Nucleus,ECO:0000250
Q7L2J0,Nucleus,ECO:0000269
Q7L2R6,Nucleus,ECO:0000250
Q7L2Z9,Nucleus,ECO:0000269
Q7L523,Nucleus,ECO:0000269
Q7L590,Nucleus,ECO:0000269
Q7L5A3,Nucleus,ECO:0000250
Q7L5N1,Nucleus,ECO:0000269
Q7L5Y6,Nucleus,ECO:0000305
Q7L5Y9,Nucleoplasm,ECO:0000269
Q7L5Y9,Nucleus matrix,ECO:0000269
Q7L622,Nucleolus,ECO:0000269
Q7L7L0,Nucleus,None
Q7L7V1,Nucleus,ECO:0000269
Q7L9L4,Nucleus,ECO:0000269
Q7LBC6,Nucleus,ECO:0000250
Q7LFL8,Nucleus,ECO:0000269
Q7LG56,Nucleus,None
Q7RTN6,Nucleus,ECO:0000269
Q7RTP6,Nucleus,ECO:0000269
Q7RTS1,Nucleus,ECO:0000305
Q7RTS3,Nucleus,ECO:0000255
Q7RTU1,Nucleus,ECO:0000255
Q7RTU3,Nucleus,ECO:0000255
Q7RTU4,Nucleus,ECO:0000255
Q7RTU7,Nucleus,ECO:0000255
Q7RTV0,Nucleus speckle,ECO:0000250
Q7RTV0,Nucleus,ECO:0000269
Q7Z2E3,Nucleolus,ECO:0000269
Q7Z2E3,Nucleoplasm,ECO:0000269
Q7Z2W4,Nucleus,ECO:0000250
Q7Z2Z1,Nucleus,ECO:0000269
Q7Z333,Nucleolus,ECO:0000269
Q7Z333,Nucleoplasm,ECO:0000269
Q7Z333,Nucleus,ECO:0000269
Q7Z353,Nucleus,ECO:0000255
Q7Z3B3,Nucleus,ECO:0000269
Q7Z3B3,Nucleus,None
Q7Z3B4,Nuclear pore complex,ECO:0000250
Q7Z3B4,Nucleus membrane,ECO:0000250
Q7Z3E1,Nucleus,ECO:0000269
Q7Z3H0,Nucleus,ECO:0000250
Q7Z3I7,Nucleus,ECO:0000305
Q7Z3K3,Nucleus,ECO:0000269
Q7Z3K6,Nucleus,ECO:0000255
Q7Z3Z2,Nucleus,ECO:0000269
Q7Z3Z4,Nucleus,ECO:0000269
Q7Z401,Nucleus,ECO:0000305
Q7Z417,Nucleus,ECO:0000269
Q7Z4G1,Nucleus,ECO:0000269
Q7Z4I7,Nucleus,ECO:0000305
Q7Z4V0,Nucleus,ECO:0000269
Q7Z4V5,Nucleus,ECO:0000269
Q7Z589,Nucleus,ECO:0000269
Q7Z591,Nucleus,ECO:0000269
Q7Z5H3,Nucleus,ECO:0000250
Q7Z5J4,Nucleus,None
Q7Z5K2,Nucleus,None
Q7Z5L9,Nucleus,None
Q7Z5Q5,Nucleus,ECO:0000269
Q7Z614,Nucleus,ECO:0000269
Q7Z624,Nucleus,ECO:0000269
Q7Z628,Nucleus,ECO:0000250
Q7Z699,Nucleus,ECO:0000269
Q7Z6E9,Nucleolus,None
Q7Z6G8,Cajal body,None
Q7Z6G8,Nucleus,None
Q7Z6J4,Nucleus,ECO:0000250
Q7Z6J9,Nucleus,ECO:0000305
Q7Z6J9,Nucleolus,ECO:0000305
Q7Z6K1,Nucleus,ECO:0000269
Q7Z6R9,Nucleus,ECO:0000305
Q7Z6Z7,Nucleus,ECO:0000269
Q7Z7C7,Nucleus,ECO:0000250
Q7Z7C8,Nucleus,ECO:0000269
Q7Z7E8,Nucleus,ECO:0000250
Q7Z7F0,Nucleus,ECO:0000269
Q7Z7H3,Nucleus,ECO:0000269
Q7Z7K6,Nucleus,ECO:0000269
Q7Z7L1,Nucleus,ECO:0000269
Q86SE8,Nucleus,ECO:0000250
Q86SE9,Nucleus,ECO:0000269
Q86SE9,Nucleoplasm,ECO:0000250
Q86SG2,Nucleus,None
Q86SG3,Nucleus,ECO:0000269
Q86SJ2,Nucleus,ECO:0000250
Q86T24,Nucleus,ECO:0000269
Q86T96,Nucleus envelope,ECO:0000250
Q86TB9,Nucleus speckle,ECO:0000269
Q86TB9,PML body,ECO:0000269
Q86TB9,Nucleus,ECO:0000269
Q86TC9,Nucleus,ECO:0000269
Q86TG7,Nucleus,ECO:0000269
Q86TI0,Nucleus,ECO:0000250
Q86TI2,Nucleus,ECO:0000269
Q86TJ2,Nucleus,ECO:0000305
Q86TM3,Nucleus,ECO:0000269
Q86TP1,Nucleus,None
Q86TU7,Nucleus,ECO:0000269
Q86U06,Nucleus,ECO:0000305
Q86U42,Nucleus,ECO:0000269
Q86U42,Nucleus speckle,ECO:0000269
Q86U44,Nucleus,ECO:0000269
Q86U44,Nucleus speckle,ECO:0000269
Q86U70,Nucleus,ECO:0000250
Q86U86,Nucleus,ECO:0000303
Q86UA6,PML body,None
Q86UA6,Nucleus,None
Q86UD0,Nucleus,ECO:0000269
Q86UD4,Nucleus,ECO:0000305
Q86UE4,Nucleus membrane,ECO:0000250
Q86UE4,Nucleolus,ECO:0000250
Q86UE8,Nucleus,ECO:0000269
Q86UE8,Nucleoplasm,ECO:0000269
Q86UK5,Nucleus,ECO:0000250
Q86UP3,Nucleus,ECO:0000305
Q86UQ0,Nucleus,ECO:0000269
Q86UQ8,Nucleus,ECO:0000305
Q86US8,Nucleolus,ECO:0000269
Q86UU0,Nucleus,ECO:0000269
Q86UV5,Nucleus,ECO:0000269
Q86UW9,Nucleus,ECO:0000269
Q86UY6,Nucleus,ECO:0000269
Q86UZ6,Nucleus,ECO:0000305
